x,y,block_id,x_m,y_m,z_top_m,z_bottom_m,bench_name,location,oxidation,density_tpm3,au_gpt,cu_pct,ag_gpt,Axb,BWi_kWht,DWi_kWhm3,UCS_MPa,RMR,digability,sulfides_pct,carbonate_pct,clays_pct,fault_dist_m,cn_demand_kgt,rec_au,rec_cu,rec_ag,pf_target_kgpm3,target_p80_mm,wet,latitude,longitude,lithology,alteration_domain,mineral_domain,structure_domain,pattern_id
363654.918068,6591771.589991,B_051_045,510.0,0.0,200.0,185.0,RL185-200,ore,transition,2.64,0.277,1.0177,8.67,55.7,16.43,4.72,83.7,23.3,soft,5.6,1.69,2.84,11.3,0.0,0.64,0.72,0.58,0.81,160,True,-30.799303287946,121.574841832629,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,9.0
363664.918068,6591771.589991,B_052_045,520.0,0.0,200.0,185.0,RL185-200,ore,transition,2.69,0.265,0.9894,8.5,58.9,16.64,5.41,79.6,18.0,soft,5.44,1.61,2.94,8.7,0.0,0.66,0.71,0.58,0.77,170,True,-30.799304437033,121.574946331165,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,9.0
363674.918068,6591771.589991,B_053_045,530.0,0.0,200.0,185.0,RL185-200,ore,transition,2.69,0.242,0.9942,8.12,58.2,16.6,5.96,69.6,18.0,soft,5.47,1.67,3.09,6.3,0.0,0.65,0.71,0.58,0.75,175,True,-30.799305586036,121.575050829708,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,9.0
363684.918068,6591771.589991,B_054_045,540.0,0.0,200.0,185.0,RL185-200,ore,transition,2.66,0.247,0.9616,7.94,59.7,16.63,5.58,61.0,18.0,soft,5.29,1.73,2.92,3.8,0.0,0.65,0.69,0.57,0.63,180,True,-30.799306734955,121.575155328257,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,9.0
363694.918068,6591771.589991,B_055_045,550.0,0.0,200.0,185.0,RL185-200,ore,transition,2.63,0.223,0.9658,7.83,56.4,15.74,4.27,68.4,18.0,soft,5.31,1.65,3.12,1.4,0.0,0.65,0.71,0.57,0.67,175,True,-30.799307883789,121.575259826811,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,9.0
363704.918068,6591771.589991,B_056_045,560.0,0.0,200.0,185.0,RL185-200,ore,transition,2.69,0.253,1.0497,8.53,56.2,17.0,4.38,79.8,18.0,soft,5.77,1.66,2.87,1.0,0.0,0.64,0.71,0.57,0.73,170,True,-30.79930903254,121.575364325372,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,11.0
363714.918068,6591771.589991,B_057_045,570.0,0.0,200.0,185.0,RL185-200,ore,transition,2.61,0.255,1.078,8.69,56.2,15.45,4.69,73.6,24.3,soft,5.93,1.7,2.72,3.3,0.0,0.65,0.7,0.57,0.74,170,True,-30.799310181206,121.575468823939,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,11.0
363724.918068,6591771.589991,B_058_045,580.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.79,0.261,1.2188,9.25,51.3,18.44,4.77,107.5,26.4,soft,6.7,1.6,1.64,5.7,0.0,0.64,0.83,0.55,0.93,155,True,-30.799311329788,121.575573322511,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,11.0
363734.918068,6591771.589991,B_059_045,590.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.78,0.25,1.2085,9.32,49.4,18.23,5.0,106.1,28.0,soft,6.65,1.53,1.39,8.0,0.0,0.64,0.84,0.56,0.87,155,True,-30.799312478286,121.57567782109,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,11.0
363744.918068,6591771.589991,B_060_045,600.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.8,0.247,1.2131,9.15,50.3,19.12,5.51,110.0,34.1,soft,6.67,1.61,1.3,10.3,0.0,0.65,0.84,0.58,0.95,160,False,-30.799313626699,121.575782319674,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,11.0
363754.918068,6591771.589991,B_061_045,610.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.8,0.262,1.2586,9.53,47.0,18.72,5.99,121.5,34.9,soft,6.92,1.62,0.97,12.6,0.0,0.65,0.83,0.57,0.98,150,False,-30.799314775029,121.575886818265,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault,17.0
363764.918068,6591771.589991,B_062_045,620.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.8,0.324,1.1334,8.83,46.2,20.3,5.99,127.5,30.6,soft,6.23,1.51,0.57,14.8,0.0,0.65,0.85,0.57,1.0,145,False,-30.799315923274,121.575991316862,fault_breccia_gouge,argillic_fault_damage,high_grade_core,main_fault,17.0
363774.918068,6591771.589991,B_063_045,630.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.81,0.29,0.9677,7.65,46.5,19.07,6.55,128.0,43.2,medium,5.32,1.22,0.55,17.1,0.0,0.67,0.85,0.6,1.02,145,False,-30.799317071435,121.576095815464,mineralised_porphyry,potassic_core,high_grade_core,main_fault,17.0
363784.918068,6591771.589991,B_064_045,640.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.8,0.115,0.6168,4.69,44.4,20.14,6.75,133.2,43.6,medium,3.69,0.95,0.42,19.3,0.0,0.66,0.82,0.64,1.09,135,False,-30.799318219511,121.576200314073,late_mafic_dyke,barren_intrusive,stockwork_ore,main_fault,17.0
363794.918068,6591771.589991,B_065_045,650.0,0.0,200.0,185.0,RL185-200,waste,fresh,2.84,0.009,0.0046,0.57,41.5,21.13,7.25,154.0,53.2,medium,3.0,0.98,0.12,21.6,0.0,0.68,0.75,0.68,1.18,130,False,-30.799319367504,121.576304812688,late_mafic_dyke,barren_intrusive,late_barren_intrusion,main_fault,17.0
363804.918068,6591771.589991,B_066_045,660.0,0.0,200.0,185.0,RL185-200,waste,fresh,2.84,0.031,0.0993,1.98,43.8,21.33,7.14,159.2,51.3,medium,3.45,0.84,0.08,23.8,0.0,0.69,0.77,0.66,1.18,120,False,-30.799320515412,121.576409311308,late_mafic_dyke,barren_intrusive,late_barren_intrusion,main_fault,20.0
363814.918068,6591771.589991,B_067_045,670.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.81,0.294,0.9633,7.47,43.9,20.47,7.15,150.6,46.1,medium,5.3,1.27,0.13,26.1,0.0,0.68,0.86,0.65,1.18,130,False,-30.799321663237,121.576513809935,mineralised_porphyry,potassic_core,high_grade_core,main_fault,20.0
363824.918068,6591771.589991,B_068_045,680.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.81,0.3,1.0192,7.46,44.5,20.02,6.8,146.2,49.7,medium,5.61,1.34,0.08,28.3,0.0,0.69,0.86,0.66,1.15,135,False,-30.799322810976,121.576618308568,mineralised_porphyry,potassic_core,high_grade_core,main_fault,20.0
363834.918068,6591771.589991,B_069_045,690.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.87,0.283,0.9477,7.36,43.1,20.43,7.43,158.1,50.3,medium,5.21,1.28,0.08,30.6,0.0,0.69,0.89,0.65,1.18,125,False,-30.799323958632,121.576722807206,mineralised_porphyry,potassic_core,high_grade_core,main_fault,
363844.918068,6591771.589991,B_070_045,700.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.88,0.219,1.1273,7.81,44.2,21.53,7.47,156.1,60.3,hard,6.2,1.07,0.08,32.9,0.0,0.7,0.87,0.68,1.18,120,False,-30.799325106204,121.576827305851,mineralised_porphyry,potassic_core,stockwork_ore,main_fault,
363854.918068,6591771.589991,B_071_045,710.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.85,0.209,1.0719,7.32,41.6,20.37,6.76,156.7,58.0,hard,5.9,1.12,0.08,35.2,0.0,0.71,0.87,0.67,1.18,115,False,-30.799326253691,121.576931804501,mineralised_porphyry,potassic_core,stockwork_ore,main_fault,
363864.918068,6591771.589991,B_072_045,720.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.85,0.191,0.8923,6.27,44.6,22.71,7.33,152.1,57.9,hard,4.91,1.05,0.08,37.5,0.0,0.7,0.89,0.68,1.17,130,False,-30.799327401094,121.577036303158,mineralised_porphyry,potassic_core,stockwork_ore,main_fault,
363874.918068,6591771.589991,B_073_045,730.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.83,0.193,0.8636,6.17,45.7,20.2,7.49,170.6,57.8,hard,4.75,1.06,0.08,39.8,0.0,0.71,0.86,0.68,1.18,110,False,-30.799328548413,121.577140801821,mineralised_porphyry,potassic_core,stockwork_ore,main_fault,
363884.918068,6591771.589991,B_074_045,740.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.87,0.164,0.7658,5.46,41.2,21.51,7.75,153.1,59.8,hard,4.21,0.84,0.08,42.2,0.0,0.72,0.89,0.68,1.18,120,False,-30.799329695648,121.577245300489,propylitic_volcanics,propylitic_halo,stockwork_ore,main_fault,
363894.918068,6591771.589991,B_075_045,750.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.84,0.16,0.6958,4.95,42.3,22.32,6.97,164.5,67.8,hard,3.83,0.84,0.19,38.5,0.0,0.71,0.88,0.7,1.18,120,False,-30.799330842798,121.577349799164,propylitic_volcanics,propylitic_halo,stockwork_ore,secondary_fault,
363904.918068,6591771.589991,B_076_045,760.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.83,0.156,0.6454,4.88,43.5,20.74,6.53,160.2,56.1,hard,3.55,0.96,0.22,33.8,0.0,0.72,0.89,0.7,1.18,125,False,-30.799331989865,121.577454297844,propylitic_volcanics,propylitic_halo,stockwork_ore,secondary_fault,
363914.918068,6591771.589991,B_077_045,770.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.78,0.143,0.5964,4.42,46.6,20.85,7.02,155.9,56.3,hard,3.28,0.97,0.47,29.0,0.0,0.71,0.87,0.69,1.18,125,False,-30.799333136847,121.577558796531,propylitic_volcanics,propylitic_halo,stockwork_ore,secondary_fault,
363924.918068,6591771.589991,B_078_045,780.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.75,0.135,0.5524,4.14,45.7,21.07,6.39,149.6,54.6,hard,3.04,0.84,0.36,24.0,0.0,0.71,0.87,0.69,1.18,130,False,-30.799334283745,121.577663295223,propylitic_volcanics,propylitic_halo,stockwork_ore,secondary_fault,
363934.918068,6591771.589991,B_079_045,790.0,0.0,200.0,185.0,RL185-200,ore,fresh,2.74,0.114,0.5223,3.77,45.7,20.52,7.01,114.9,47.3,medium,2.88,0.79,1.08,19.0,0.0,0.7,0.86,0.66,0.99,135,False,-30.799335430558,121.577767793922,phyllic_volcanics,phyllic_halo,stockwork_ore,secondary_fault,
363944.918068,6591771.589991,B_080_045,800.0,0.0,200.0,185.0,RL185-200,ore,transition,2.58,0.1,0.4367,3.24,55.4,17.53,5.75,79.2,30.2,soft,2.4,0.83,2.99,13.9,0.0,0.69,0.71,0.66,0.79,150,True,-30.799336577288,121.577872292626,phyllic_volcanics,phyllic_halo,stockwork_ore,secondary_fault,
363954.918068,6591771.589991,B_081_045,810.0,0.0,200.0,185.0,RL185-200,ore,transition,2.6,0.095,0.4051,3.01,53.7,17.33,5.56,75.8,24.6,soft,2.23,1.12,3.33,8.7,0.0,0.67,0.69,0.65,0.8,165,True,-30.799337723933,121.577976791337,fault_breccia_gouge,argillic_fault_damage,stockwork_ore,secondary_fault,
363964.918068,6591771.589991,B_082_045,820.0,0.0,200.0,185.0,RL185-200,ore,transition,2.63,0.078,0.3476,2.57,55.9,17.76,4.72,63.6,18.0,soft,1.91,1.03,3.84,3.3,0.0,0.67,0.69,0.65,0.74,170,True,-30.799338870494,121.578081290054,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,secondary_fault,
363974.918068,6591771.589991,B_083_045,830.0,0.0,200.0,185.0,RL185-200,ore,transition,2.62,0.099,0.4368,3.24,55.0,16.88,5.03,75.5,24.3,soft,2.84,1.01,3.92,2.1,0.0,0.65,0.71,0.61,0.8,165,True,-30.799340016971,121.578185788776,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,secondary_fault,
363984.918068,6591771.589991,B_084_045,840.0,0.0,200.0,185.0,RL185-200,ore,transition,2.61,0.1,0.4761,3.32,57.8,16.83,5.17,72.4,27.0,soft,2.62,0.84,3.66,7.6,0.0,0.65,0.71,0.62,0.77,160,True,-30.799341163364,121.578290287504,fault_breccia_gouge,argillic_fault_damage,stockwork_ore,secondary_fault,
363184.918068,6591781.589991,B_004_046,40.0,10.0,200.0,185.0,RL185-200,ore,transition,2.62,0.083,0.3327,2.38,51.8,18.81,6.65,116.2,53.6,medium,1.83,0.47,2.51,190.0,0.0,0.74,0.76,0.73,0.99,140,True,-30.799158979019,121.569931743951,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363194.918068,6591781.589991,B_005_046,50.0,10.0,200.0,185.0,RL185-200,ore,transition,2.64,0.09,0.3564,2.54,53.9,18.24,7.11,95.3,51.9,medium,1.96,0.42,2.9,180.5,0.0,0.73,0.77,0.7,0.94,150,True,-30.799160132059,121.570036242107,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363204.918068,6591781.589991,B_006_046,60.0,10.0,200.0,185.0,RL185-200,ore,transition,2.63,0.094,0.3828,2.7,51.0,19.37,6.68,97.5,55.0,medium,2.11,0.44,2.63,170.6,0.0,0.73,0.76,0.72,0.97,150,True,-30.799161285016,121.57014074027,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363214.918068,6591781.589991,B_007_046,70.0,10.0,200.0,185.0,RL185-200,ore,transition,2.7,0.106,0.422,3.08,49.7,19.68,6.06,111.6,52.0,medium,2.32,0.37,2.9,160.7,0.0,0.71,0.77,0.7,1.01,135,True,-30.799162437888,121.570245238439,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363224.918068,6591781.589991,B_008_046,80.0,10.0,200.0,185.0,RL185-200,ore,transition,2.64,0.115,0.4139,3.13,52.1,18.47,6.14,94.0,53.8,medium,2.28,0.37,2.66,150.8,0.0,0.73,0.77,0.69,0.96,150,True,-30.799163590676,121.570349736613,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363234.918068,6591781.589991,B_009_046,90.0,10.0,200.0,185.0,RL185-200,ore,transition,2.67,0.125,0.4477,3.35,50.4,18.27,6.5,97.2,46.3,medium,2.46,0.38,2.94,140.8,0.0,0.72,0.76,0.69,0.95,140,True,-30.79916474338,121.570454234794,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363244.918068,6591781.589991,B_010_046,100.0,10.0,200.0,185.0,RL185-200,ore,transition,2.64,0.13,0.5011,3.72,50.2,18.49,5.69,94.5,57.3,medium,2.76,0.53,2.86,130.9,0.0,0.72,0.77,0.69,0.89,150,True,-30.799165895999,121.57055873298,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363254.918068,6591781.589991,B_011_046,110.0,10.0,200.0,185.0,RL185-200,ore,transition,2.69,0.147,0.5072,3.84,52.0,18.23,6.96,92.3,54.2,medium,2.79,0.36,2.6,121.0,0.0,0.73,0.77,0.69,0.93,145,True,-30.799167048535,121.570663231173,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363264.918068,6591781.589991,B_012_046,120.0,10.0,200.0,185.0,RL185-200,ore,transition,2.71,0.16,0.5423,4.23,51.7,19.5,6.28,105.4,56.3,hard,2.98,0.51,3.09,111.1,0.0,0.72,0.77,0.68,1.01,145,True,-30.799168200986,121.570767729372,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363274.918068,6591781.589991,B_013_046,130.0,10.0,200.0,185.0,RL185-200,ore,transition,2.66,0.164,0.5795,4.41,53.5,18.88,5.99,102.8,46.7,medium,3.19,0.68,2.69,101.2,0.0,0.71,0.78,0.68,0.93,150,True,-30.799169353353,121.570872227577,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363284.918068,6591781.589991,B_014_046,140.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.58,0.188,0.4485,4.21,54.1,16.83,5.51,78.2,46.0,medium,2.47,0.67,4.38,91.3,0.0,0.74,0.58,0.58,0.81,165,True,-30.799170505636,121.570976725787,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363294.918068,6591781.589991,B_015_046,150.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.54,0.193,0.4735,4.31,55.4,17.32,5.82,85.9,37.4,medium,2.6,0.62,4.54,81.3,0.0,0.73,0.55,0.59,0.83,155,True,-30.799171657834,121.571081224004,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363304.918068,6591781.589991,B_016_046,160.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.56,0.213,0.5479,4.95,53.6,16.34,6.01,76.0,39.6,medium,3.01,0.75,4.09,71.4,0.0,0.72,0.57,0.59,0.78,160,True,-30.799172809949,121.571185722227,propylitic_volcanics,propylitic_halo,stockwork_ore,background,
363314.918068,6591781.589991,B_017_046,170.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.55,0.302,0.4675,4.78,55.0,18.3,6.12,81.7,45.8,medium,2.57,0.85,4.25,61.5,0.0,0.73,0.56,0.57,0.81,170,True,-30.799173961979,121.571290220456,propylitic_volcanics,propylitic_halo,high_grade_core,background,
363324.918068,6591781.589991,B_018_046,180.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.56,0.306,0.5286,5.21,53.1,16.68,6.05,87.1,44.6,medium,2.91,0.81,3.87,51.6,0.0,0.72,0.55,0.58,0.84,155,True,-30.799175113925,121.57139471869,phyllic_volcanics,phyllic_halo,high_grade_core,background,
363334.918068,6591781.589991,B_019_046,190.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.59,0.352,0.5797,5.87,54.0,18.01,5.99,78.8,39.3,medium,3.19,0.68,4.09,41.7,0.0,0.73,0.56,0.57,0.82,160,True,-30.799176265787,121.571499216931,mineralised_porphyry,potassic_core,high_grade_core,background,22.0
363344.918068,6591781.589991,B_020_046,200.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.62,0.375,0.6281,6.35,54.0,16.57,5.53,70.7,31.7,soft,3.45,0.74,4.09,31.8,0.0,0.72,0.55,0.57,0.71,165,True,-30.799177417564,121.571603715178,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,22.0
363354.918068,6591781.589991,B_021_046,210.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.62,0.392,0.6573,6.62,56.3,17.47,6.06,75.5,33.4,soft,3.61,0.92,4.44,21.8,0.0,0.72,0.54,0.55,0.75,165,True,-30.799178569258,121.571708213431,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,22.0
363364.918068,6591781.589991,B_022_046,220.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.54,0.354,0.6787,6.57,57.4,15.33,5.06,48.3,25.3,soft,3.73,1.09,5.39,11.9,0.0,0.68,0.53,0.55,0.58,190,True,-30.799179720867,121.57181271169,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,16.0
363374.918068,6591781.589991,B_023_046,230.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.49,0.366,0.6925,6.89,60.3,15.51,3.74,39.5,18.0,soft,3.81,1.22,5.84,2.0,0.0,0.68,0.51,0.55,0.56,190,True,-30.799180872392,121.571917209955,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,16.0
363384.918068,6591781.589991,B_024_046,240.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.53,0.375,0.6914,7.0,56.6,15.3,4.99,49.3,18.5,soft,3.8,1.04,5.48,7.9,0.0,0.67,0.52,0.55,0.62,190,True,-30.799182023833,121.572021708225,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,16.0
363394.918068,6591781.589991,B_025_046,250.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.61,0.435,0.7942,8.03,56.3,16.15,6.23,69.8,35.4,soft,4.37,1.05,4.34,17.8,0.0,0.7,0.55,0.55,0.7,170,True,-30.799183175189,121.572126206502,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,16.0
363404.918068,6591781.589991,B_026_046,260.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.63,0.473,0.8135,8.39,51.7,17.36,5.69,97.1,38.3,medium,4.47,1.17,3.75,27.7,0.0,0.71,0.57,0.55,0.88,160,True,-30.799184326461,121.572230704785,mineralised_porphyry,potassic_core,high_grade_core,cross_fault,6.0
363414.918068,6591781.589991,B_027_046,270.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.57,0.47,0.8201,8.3,52.4,16.94,6.39,87.1,42.8,medium,4.51,0.99,3.37,37.7,0.0,0.71,0.58,0.55,0.81,160,True,-30.79918547765,121.572335203074,mineralised_porphyry,potassic_core,high_grade_core,background,6.0
363424.918068,6591781.589991,B_028_046,280.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.61,0.482,0.8316,8.56,53.9,18.42,5.14,93.9,41.8,medium,4.57,1.0,3.57,47.6,0.0,0.72,0.56,0.55,0.88,145,True,-30.799186628754,121.572439701369,mineralised_porphyry,potassic_core,high_grade_core,background,6.0
363434.918068,6591781.589991,B_029_046,290.0,10.0,200.0,185.0,RL185-200,ore,oxide,2.63,0.467,0.8277,8.61,52.2,18.88,6.02,92.4,31.7,soft,4.55,1.24,3.5,57.5,0.0,0.72,0.55,0.55,0.87,155,True,-30.799187779773,121.57254419967,mineralised_porphyry,potassic_core,high_grade_core,background,6.0
363444.918068,6591781.589991,B_030_046,300.0,10.0,200.0,185.0,RL185-200,ore,transition,2.8,0.451,1.0234,9.26,48.2,19.87,6.4,141.6,48.3,medium,5.63,1.09,2.11,67.4,0.0,0.7,0.75,0.61,1.18,135,True,-30.799188930709,121.572648697977,mineralised_porphyry,potassic_core,high_grade_core,background,6.0
363454.918068,6591781.589991,B_031_046,310.0,10.0,200.0,185.0,RL185-200,ore,transition,2.77,0.181,0.5923,5.42,45.2,22.13,7.63,151.3,55.8,hard,3.37,0.95,1.82,77.3,0.0,0.7,0.74,0.65,1.18,125,True,-30.79919008156,121.57275319629,late_mafic_dyke,barren_intrusive,stockwork_ore,background,5.0
363464.918068,6591781.589991,B_032_046,320.0,10.0,200.0,185.0,RL185-200,waste,transition,2.75,0.038,0.0876,2.25,45.0,22.65,7.74,154.1,55.1,hard,2.41,0.78,2.0,77.9,0.0,0.7,0.66,0.7,1.18,125,True,-30.799191232327,121.572857694609,late_mafic_dyke,barren_intrusive,late_barren_intrusion,intrusion_contact,5.0
363474.918068,6591781.589991,B_033_046,330.0,10.0,200.0,185.0,RL185-200,ore,transition,2.78,0.396,0.9105,8.39,46.2,21.63,7.75,144.5,50.4,medium,5.01,0.98,2.03,74.4,0.0,0.68,0.73,0.62,1.16,120,True,-30.79919238301,121.572962192934,mineralised_porphyry,potassic_core,high_grade_core,background,5.0
363484.918068,6591781.589991,B_034_046,340.0,10.0,200.0,185.0,RL185-200,ore,transition,2.79,0.518,1.2204,10.92,47.7,19.55,7.13,149.4,45.3,medium,6.71,1.19,1.73,71.0,0.0,0.69,0.77,0.6,1.18,130,True,-30.799193533609,121.573066691265,mineralised_porphyry,potassic_core,high_grade_core,background,5.0
363494.918068,6591781.589991,B_035_046,350.0,10.0,200.0,185.0,RL185-200,ore,transition,2.82,0.569,1.2657,11.71,49.7,19.66,7.21,133.1,61.0,hard,6.96,1.47,1.67,67.6,0.0,0.69,0.76,0.61,1.07,130,True,-30.799194684124,121.573171189602,mineralised_porphyry,potassic_core,high_grade_core,background,5.0
363504.918068,6591781.589991,B_036_046,360.0,10.0,200.0,185.0,RL185-200,ore,transition,2.83,0.534,1.3109,11.81,49.8,20.55,7.07,130.1,52.2,medium,7.21,1.17,2.02,64.3,0.0,0.7,0.77,0.61,1.09,130,True,-30.799195834554,121.573275687945,mineralised_porphyry,potassic_core,high_grade_core,background,
363514.918068,6591781.589991,B_037_046,370.0,10.0,200.0,185.0,RL185-200,ore,transition,2.79,0.538,1.3614,12.15,50.3,20.3,6.71,135.1,46.3,medium,7.49,1.09,1.47,61.0,0.0,0.69,0.77,0.61,1.11,125,True,-30.7991969849,121.573380186294,mineralised_porphyry,potassic_core,high_grade_core,background,8.0
363524.918068,6591781.589991,B_038_046,380.0,10.0,200.0,185.0,RL185-200,ore,transition,2.81,0.548,1.338,11.87,48.7,19.45,6.73,132.5,53.8,medium,7.36,1.31,1.55,57.8,0.0,0.7,0.76,0.62,1.08,135,True,-30.799198135162,121.573484684649,mineralised_porphyry,potassic_core,high_grade_core,background,8.0
363534.918068,6591781.589991,B_039_046,390.0,10.0,200.0,185.0,RL185-200,ore,transition,2.79,0.545,1.3972,12.54,48.5,19.81,6.84,130.0,55.5,hard,7.68,1.1,1.02,54.6,0.0,0.7,0.78,0.64,1.09,130,True,-30.79919928534,121.57358918301,mineralised_porphyry,potassic_core,high_grade_core,background,8.0
363544.918068,6591781.589991,B_040_046,400.0,10.0,200.0,185.0,RL185-200,ore,transition,2.79,0.567,1.3754,12.46,49.0,20.23,7.03,145.0,49.5,medium,7.56,1.27,1.36,51.5,0.0,0.7,0.77,0.63,1.13,125,False,-30.799200435433,121.573693681377,mineralised_porphyry,potassic_core,high_grade_core,background,8.0
363554.918068,6591781.589991,B_041_046,410.0,10.0,200.0,185.0,RL185-200,ore,transition,2.81,0.573,1.3608,12.2,48.8,19.07,6.56,137.2,52.3,medium,7.48,1.4,1.17,48.4,0.0,0.69,0.78,0.64,1.12,130,False,-30.799201585443,121.57379817975,mineralised_porphyry,potassic_core,high_grade_core,background,8.0
363564.918068,6591781.589991,B_042_046,420.0,10.0,200.0,185.0,RL185-200,ore,transition,2.8,0.531,1.365,11.95,49.6,18.93,6.94,143.1,67.5,hard,7.51,1.37,1.06,45.4,0.0,0.71,0.75,0.66,1.09,130,False,-30.799202735368,121.573902678129,mineralised_porphyry,potassic_core,high_grade_core,background,10.0
363574.918068,6591781.589991,B_043_046,430.0,10.0,200.0,185.0,RL185-200,ore,transition,2.78,0.52,1.3166,11.52,47.8,18.96,6.65,135.0,47.7,medium,7.24,1.37,1.0,42.5,0.0,0.71,0.75,0.64,1.1,125,False,-30.799203885209,121.574007176515,mineralised_porphyry,potassic_core,high_grade_core,main_fault,10.0
363584.918068,6591781.589991,B_044_046,440.0,10.0,200.0,185.0,RL185-200,ore,transition,2.78,0.527,1.3083,11.62,48.2,18.85,7.3,123.8,51.0,medium,7.2,1.53,1.02,39.6,0.0,0.71,0.75,0.64,1.01,130,False,-30.799205034966,121.574111674906,mineralised_porphyry,potassic_core,high_grade_core,main_fault,10.0
363594.918068,6591781.589991,B_045_046,450.0,10.0,200.0,185.0,RL185-200,ore,transition,2.75,0.477,1.2979,11.19,47.6,19.16,6.87,120.8,58.5,hard,7.14,1.33,1.03,36.8,0.0,0.7,0.76,0.63,1.03,140,False,-30.799206184638,121.574216173303,mineralised_porphyry,potassic_core,high_grade_core,main_fault,10.0
363604.918068,6591781.589991,B_046_046,460.0,10.0,200.0,185.0,RL185-200,ore,transition,2.81,0.477,1.1944,10.64,47.4,19.43,6.48,137.9,50.2,medium,6.57,1.36,1.23,34.0,0.0,0.69,0.77,0.63,1.12,135,True,-30.799207334226,121.574320671706,mineralised_porphyry,potassic_core,high_grade_core,main_fault,10.0
363614.918068,6591781.589991,B_047_046,470.0,10.0,200.0,185.0,RL185-200,ore,transition,2.79,0.465,1.196,10.62,50.7,19.61,6.99,122.5,46.1,medium,6.58,1.6,1.11,31.2,0.0,0.7,0.75,0.64,1.01,145,True,-30.79920848373,121.574425170115,mineralised_porphyry,potassic_core,high_grade_core,main_fault,10.0
