date,cu_regime,guidance_status,throughput_tpd,cu_feed_ppm,cu_solution_ppm_avg,free_cn_ppm_avg,wad_gpl_avg,complexed_cn_gpl_avg,specific_nacn_kgpt,nacn_consumption_tpd,recovery_au_pct,expected_nacn_tpd_band_regime,expected_specific_nacn_band_regime,expected_free_cn_band_regime,analogue_count,expected_nacn_tpd_band_analog,expected_specific_nacn_band_analog,expected_free_cn_band_analog,guidance_comment
2025-06-24,Medium Cu,Normal,12397.386,2999.6323616854784,1364.8125,328.4642857142857,4.4775,4.149035714285715,2.4718920585355653,30.645,77.04045788992379,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.0 to 24.4,1.23 to 2.14,359 to 517,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-06-25,Medium Cu,Normal,10871.211,2373.2164216192064,1522.0833333333333,361.04166666666663,5.2681249999999995,4.907083333333333,0.41907842649728716,4.55589,76.71286672541035,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.0 to 28.0,1.25 to 2.32,333 to 517,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-06-26,Medium Cu,Normal,12696.806999999999,405.3774480799967,1499.125,269.9375,4.8340625,4.564125,1.9666361786864999,24.97,82.35914789734441,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.0 to 21.8,1.04 to 1.77,333 to 478,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-06-27,Medium Cu,Normal,13402.239,536.7333292900979,1518.25,382.40625,5.1425,4.76009375,1.820591320599491,24.4,84.22078086365889,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 21.8,1.14 to 1.92,344 to 527,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-06-28,Medium Cu,Normal,10015.583999999999,582.666098681083,1475.7500000000002,343.375,5.075833333333334,4.732458333333334,1.0982884273148725,11.0,86.13763640417437,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.4 to 27.1,1.23 to 2.32,331 to 517,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-06-29,Medium Cu,Normal,4938.023999999999,1645.4031593141492,1343.6666666666667,408.6666666666667,4.690833333333334,4.282166666666667,1.6200812308729162,8.0,81.81708476081695,12.8 to 29.4,1.29 to 2.81,347 to 597,30,11.5 to 24.4,1.22 to 2.42,331 to 514,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-06-30,Medium Cu,Normal,8714.217,491.2603236001079,1203.8,494.1,4.341150000000001,3.8470500000000007,1.5147660426633855,13.2,84.5128240837677,12.8 to 29.4,1.29 to 2.81,347 to 597,30,11.2 to 24.4,1.22 to 2.42,346 to 530,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-01,Medium Cu,Normal,3871.1549999999997,436.11968471502655,1237.1875,438.3125,4.336875,3.8985625,2.970689626222665,11.5,84.04694473659782,12.8 to 29.4,1.29 to 2.81,347 to 597,30,8.6 to 24.0,1.11 to 2.39,328 to 516,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-02,Medium Cu,Watch,1124.04,324.5722658539445,1137.0,239.0,3.84,3.601,8.07800434148251,9.08,75.44687125790723,12.8 to 29.4,1.29 to 2.81,347 to 597,30,11.1 to 24.0,1.23 to 2.46,323 to 471,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range.
2025-07-03,Medium Cu,Normal,8471.967,226.12490624270316,1114.34375,535.75,4.270625,3.7348749999999997,3.2153099746493345,27.24,60.809507010476935,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.3 to 24.3,1.14 to 2.14,356 to 570,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-07-04,Medium Cu,Normal,3067.854,223.02334630350208,1059.6666666666667,526.8333333333334,4.15,3.623166666666667,2.219792728076369,6.81,57.38616640770605,12.8 to 29.4,1.29 to 2.81,347 to 597,30,9.1 to 23.5,1.29 to 2.58,344 to 520,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-07-05,Medium Cu,Watch,5381.826,197.1306040716433,1225.85,313.8,4.509,4.195200000000001,4.6378311004480635,24.96,41.34307591955865,12.8 to 29.4,1.29 to 2.81,347 to 597,30,9.1 to 23.5,1.29 to 2.39,344 to 528,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2025-07-06,Medium Cu,Normal,12513.666,97.49203101032397,1159.09375,588.84375,4.776875,4.188031250000001,1.4512134173950304,18.16,43.45352153052763,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 23.5,1.1 to 2.01,344 to 634,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-07-07,Medium Cu,Normal,12570.837,188.5281862991323,1073.28125,656.3125,4.6721875,4.015874999999999,0.8126746055175165,10.216,71.63081211236963,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 21.8,1.1 to 2.0,356 to 636,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-08,Medium Cu,Normal,12295.501,131.67922719444402,997.875,613.375,4.4503125,3.8369375,1.276076509611117,15.69,78.69187026015416,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 24.3,1.03 to 2.01,360 to 637,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-09,Medium Cu,Normal,13439.290500000001,356.0793296552948,916.40625,928.5,4.5756250000000005,3.6471250000000004,0.2433164161456291,3.27,77.15238227713293,12.8 to 29.4,1.29 to 2.81,347 to 597,30,13.9 to 23.5,1.01 to 1.96,524 to 676,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-10,Low Cu,Normal,11710.8555,206.57301108588587,818.5625,927.5,4.171875,3.244375,0.17078171616070237,2.0,80.18151673721022,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 15.9,0.63 to 1.23,637 to 823,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-11,Low Cu,Normal,2653.1005,378.3311213929138,704.375,823.125,3.64,2.816875,0.0,0.0,82.35319635890524,6.8 to 15.0,0.74 to 1.47,427 to 693,30,4.0 to 12.5,0.89 to 1.98,525 to 763,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-12,Low Cu,Normal,8119.8665,203.82840608473475,739.4000000000001,435.35,3.2424999999999997,2.8071499999999996,0.7881902984488722,6.4,77.17732781730994,6.8 to 15.0,0.74 to 1.47,427 to 693,30,5.9 to 13.6,0.79 to 1.33,381 to 614,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-13,Low Cu,Normal,8890.5785,446.9749961207255,731.875,412.0416666666667,3.1470833333333332,2.7350416666666666,1.3609913010722532,12.1,80.6795127756556,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 15.6,0.78 to 1.44,427 to 541,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-14,Low Cu,Normal,11585.237,520.9381092863464,719.0714285714286,355.4642857142857,3.0149999999999997,2.659535714285714,1.2602245426658083,14.6,82.73003958604598,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.3 to 15.9,0.78 to 1.32,427 to 536,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-15,Low Cu,Normal,13415.678,398.3969320614239,734.875,380.15625,3.0874999999999995,2.7073437499999997,1.0435551598659418,14.0,81.18202631157175,6.8 to 15.0,0.74 to 1.47,427 to 693,30,9.8 to 15.9,0.78 to 1.33,427 to 536,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-16,Low Cu,Normal,13469.5145,304.32266139344637,719.59375,426.34375,3.0406250000000004,2.6142812500000003,0.8025530541579653,10.809999999999999,76.92372391657317,6.8 to 15.0,0.74 to 1.47,427 to 693,30,11.2 to 16.7,0.79 to 1.26,432 to 601,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-17,Low Cu,Normal,10540.62,578.2532644374643,721.71875,540.90625,3.1254910714285713,2.5845848214285714,1.6151801317190069,17.025,78.89965136053905,6.8 to 15.0,0.74 to 1.47,427 to 693,30,9.5 to 16.7,0.81 to 1.36,462 to 613,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-18,Low Cu,Normal,8089.6425,514.3930501289607,812.84375,326.2455357142857,3.080580357142857,2.7543348214285714,1.683634350961739,13.62,78.98704303318674,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 15.6,0.86 to 1.44,401 to 532,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-19,Low Cu,Normal,10587.83,580.172174215763,849.09375,338.75,3.2940625,2.9553125,1.6079782164995093,17.025,79.35793569848896,6.8 to 15.0,0.74 to 1.47,427 to 693,30,9.8 to 15.9,0.85 to 1.44,407 to 534,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-20,Medium Cu,Normal,11338.794,995.897972727535,926.166875,298.53125,3.426875,3.12834375,1.5014824327878256,17.025,76.09676281922579,12.8 to 29.4,1.29 to 2.81,347 to 597,30,11.5 to 23.5,1.17 to 2.01,333 to 536,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-07-21,Medium Cu,Normal,2660.776,147.7955256194372,1007.3333333333333,356.75,3.6275,3.27075,3.839105584235577,10.215,81.98238055884968,12.8 to 29.4,1.29 to 2.81,347 to 597,30,8.6 to 24.0,1.23 to 2.65,323 to 484,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-07-25,Medium Cu,Normal,3121.075,120.92655911389353,1078.6666666666667,224.16666666666666,3.560833333333333,3.3366666666666664,0.0,0.0,80.1242886950973,12.8 to 29.4,1.29 to 2.81,347 to 597,30,9.1 to 24.0,1.23 to 2.78,316 to 436,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-07-26,Medium Cu,Normal,7337.147,96.34534640806449,926.71875,456.71875,3.669375,3.21265625,2.316976884884547,17.0,83.26423905382228,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 21.8,1.18 to 2.01,344 to 587,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-27,Medium Cu,Normal,6583.324,94.887923683077,891.125,469.0,3.6237500000000002,3.1547500000000004,2.2784842429143697,15.0,83.44647038679541,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 21.8,1.18 to 2.14,356 to 587,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-07-28,Low Cu,Normal,7483.909,133.59466095552725,864.21875,477.65625,3.6184375,3.1407812500000003,1.4698201167331137,11.0,86.75390883714998,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.4,0.85 to 1.61,403 to 579,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-29,Low Cu,Normal,7603.987,67.68390896401189,822.1875,514.59375,3.5806250000000004,3.0660312500000004,1.3150995655305566,10.0,81.57835226633861,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.4,0.85 to 1.61,403 to 579,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-30,Low Cu,Normal,6538.532999999999,33.4677287151355,768.3928571428571,651.9285714285714,3.6245833333333333,2.972654761904762,1.4383960438832382,9.405,77.8462378614777,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.5,0.92 to 1.58,456 to 635,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-07-31,Low Cu,Normal,5510.246,48.95849095578695,704.7083333333334,788.2083333333334,3.6108333333333333,2.822625,1.2358794870501244,6.81,82.0994108120646,6.8 to 15.0,0.74 to 1.47,427 to 693,30,4.1 to 13.4,0.83 to 1.82,548 to 773,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-01,Low Cu,Normal,5694.175,104.94916627799067,640.2083333333334,841.2916666666667,3.513333333333333,2.6720416666666664,0.7973060188701612,4.54,,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.5,0.92 to 1.63,532 to 773,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-02,Low Cu,Normal,6394.63,78.11960721589583,615.8333333333333,742.8333333333334,3.304583333333333,2.5617499999999995,0.7115345219348109,4.55,,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.3 to 14.5,0.92 to 1.63,501 to 696,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-03,Low Cu,Normal,6468.964,65.8596742190681,598.7916666666667,553.0416666666667,3.0741666666666663,2.5211249999999996,0.7018125313419583,4.54,,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.5,0.95 to 1.61,441 to 635,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-04,Low Cu,Normal,7652.589999999999,121.01065860238973,543.9999999999999,587.6785714285714,2.952857142857143,2.3651785714285714,0.7415789948239747,5.675,60.70559780633336,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 15.6,0.92 to 1.59,441 to 644,Low-Cu regime: lower reagent band may be adequate if free CN remains stable. Recovery is in the lower historical range.
2025-08-05,Low Cu,Normal,10057.009,225.67298387595366,543.8125,481.65625,2.796875,2.31521875,0.9028529257555601,9.08,76.6488464749881,6.8 to 15.0,0.74 to 1.47,427 to 693,30,10.2 to 15.9,0.94 to 1.59,439 to 588,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-06,Low Cu,Normal,11674.25,245.69599271146808,537.5625,394.4375,2.628125,2.2336875,0.42829303809666575,5.0,76.22080411720702,6.8 to 15.0,0.74 to 1.47,427 to 693,30,12.0 to 16.8,0.95 to 1.4,412 to 546,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-07,Low Cu,Normal,7454.366,437.4971038515794,554.8333333333334,377.25,2.682916666666667,2.3056666666666668,0.6090390517449774,4.54,82.55852663145956,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.4,0.92 to 1.46,384 to 529,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-08,Low Cu,Normal,9040.158,1339.5000665195091,572.1428571428571,287.32142857142856,2.5725,2.2851785714285713,1.506610835784065,13.620000000000001,85.40248545365644,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 14.7,0.84 to 1.46,378 to 496,Low-Cu regime: lower reagent band may be adequate if free CN remains stable. Free CN is in the lower historical range.
2025-08-09,Low Cu,Normal,11148.194,913.265439498326,724.25,318.625,3.0265625000000003,2.7079375000000003,2.0362042497645807,22.7,86.1775860597591,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 16.0,0.77 to 1.4,383 to 457,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-10,Low Cu,Normal,8307.301,467.83039351894223,800.2083333333334,347.7083333333333,3.2304166666666667,2.8827083333333334,2.7325361149186724,22.7,86.59315837461395,6.8 to 15.0,0.74 to 1.47,427 to 693,30,6.7 to 13.6,0.67 to 1.48,321 to 460,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-11,Low Cu,Normal,7866.062,565.4047843516768,804.375,421.875,3.355,2.933125,2.8858150367998627,22.7,83.98766726618577,6.8 to 15.0,0.74 to 1.47,427 to 693,30,8.0 to 13.6,0.86 to 1.67,360 to 542,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-12,Low Cu,Normal,11195.7691,765.7110175094926,814.3125,398.1875,3.3509375,2.95275,2.1289292220219154,23.835,84.43267136531449,6.8 to 15.0,0.74 to 1.47,427 to 693,30,12.2 to 20.3,1.01 to 1.61,391 to 506,Low-Cu regime: lower reagent band may be adequate if free CN remains stable.
2025-08-13,Medium Cu,Normal,10067.63,1839.3955568952808,996.6428571428571,210.75,3.4596428571428577,3.2488928571428577,2.2547511181876967,22.7,84.94845679732362,12.8 to 29.4,1.29 to 2.81,347 to 597,30,11.5 to 24.0,1.11 to 2.0,317 to 431,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-08-14,Medium Cu,Normal,13187.6544,678.1857540050903,1367.8125,323.28125,4.7009375,4.37765625,3.098352349906895,40.86,83.52410910473996,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.7 to 24.0,1.13 to 1.93,329 to 466,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-15,Medium Cu,Normal,10097.7388,480.87503742898645,1416.0416666666667,515.4583333333333,5.116666666666667,4.601208333333334,0.0,0.0,77.58377951256239,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.0 to 24.4,1.13 to 2.14,356 to 535,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-16,Medium Cu,Normal,11702.9142,380.9442563709295,1354.3125,389.71875,4.75625,4.3665312499999995,2.3276253704397836,27.24,80.20787283706234,12.8 to 29.4,1.29 to 2.81,347 to 597,30,13.9 to 23.6,1.26 to 2.24,325 to 525,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-17,Medium Cu,Normal,12143.2554,507.35397070691846,1222.65625,737.75,4.9365625,4.1988125,1.5667133213717963,19.025,82.42114347192982,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 19.8,0.92 to 2.14,438 to 669,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-18,Medium Cu,Normal,11224.937,445.2471372522111,1224.6875,671.03125,4.8515625,4.18053125,0.7126988775081766,8.0,83.91417619201607,12.8 to 29.4,1.29 to 2.81,347 to 597,30,10.5 to 19.8,0.95 to 2.21,384 to 655,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-19,Medium Cu,Normal,9625.407,377.66842001128316,1188.5714285714284,502.21428571428567,4.471071428571428,3.968857142857143,0.8311336860872481,8.0,80.41486906178568,12.8 to 29.4,1.29 to 2.81,347 to 597,30,10.5 to 21.8,1.17 to 2.26,360 to 587,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-20,Medium Cu,Normal,10969.0122,507.5061488739162,1182.625,543.9375,4.331875,3.7879375,1.367488678697978,15.0,70.96304512356542,12.8 to 29.4,1.29 to 2.81,347 to 597,30,10.5 to 19.8,0.92 to 1.93,360 to 587,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-21,Medium Cu,Normal,11241.8732,304.8923426879423,1131.4375,376.8125,4.1665624999999995,3.7897499999999997,2.49068811770622,28.0,74.13149012692595,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 22.0,1.17 to 2.19,344 to 536,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-22,Medium Cu,Normal,12952.429399999999,711.9520069245375,1090.0625,404.6875,4.0490625,3.6443749999999997,1.5441118713991988,20.0,78.60238577028696,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 21.8,1.17 to 2.0,360 to 542,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-23,Medium Cu,Normal,12373.775899999999,548.392404842055,1151.375,353.71875,4.179375,3.82565625,0.9697928988676772,12.0,75.44494932098532,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 22.0,1.17 to 2.19,356 to 534,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-24,Medium Cu,Normal,13455.810899999999,817.4462783617921,1250.6875,315.25,4.4015625,4.0863125,2.6011067084778965,35.0,68.8653972436328,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.0 to 20.0,1.02 to 1.93,360 to 536,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-08-25,Medium Cu,Normal,13292.348399999999,931.7338479407672,1311.0,408.34375,4.8065625,4.39821875,2.1064750304017013,28.0,73.44436052367519,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 21.8,1.02 to 2.0,370 to 542,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-26,Medium Cu,Normal,13998.247,775.5922223318253,1419.1875,380.1875,5.033125,4.6529375,2.00025045993259,28.0,73.86607347031251,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.1 to 24.0,1.06 to 1.93,329 to 478,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-27,Medium Cu,Normal,14673.496,1407.9997429141574,1532.40625,281.15625,5.100937500000001,4.81978125,1.3630017004809216,20.0,83.46887249744199,12.8 to 29.4,1.29 to 2.81,347 to 597,30,14.8 to 24.3,1.23 to 1.99,325 to 465,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-08-28,Medium Cu,Watch,3822.5798,1550.7685558453875,1434.0,226.5,4.68125,4.454750000000001,3.754009268818927,14.35,88.12750411485679,12.8 to 29.4,1.29 to 2.81,347 to 597,30,8.3 to 24.0,1.13 to 2.85,313 to 423,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range.
2025-08-29,Medium Cu,Normal,4130.0336,1362.3003875968993,1709.8333333333333,82.0,4.8725,4.7905,1.6488969968670473,6.81,81.25911914008086,12.8 to 29.4,1.29 to 2.81,347 to 597,30,8.3 to 22.0,1.29 to 2.48,303 to 445,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-08-30,Medium Cu,Normal,10638.284599999999,768.5219364801238,1621.65625,320.71875,5.32125,5.00053125,3.3125641327550124,35.24,78.70926340097817,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 24.9,1.28 to 2.08,325 to 455,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-08-31,Medium Cu,Normal,7615.467799999999,377.9719213269932,1731.28125,447.9375,5.855,5.4070625,1.6289216008503116,12.405,81.19870118984316,12.8 to 29.4,1.29 to 2.81,347 to 597,30,12.4 to 24.3,1.3 to 2.31,343 to 534,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-09-01,Medium Cu,Normal,13540.418599999999,1561.117055941092,1611.78125,297.3125,5.324375,5.0270624999999995,1.8721725486389318,25.349999999999998,81.58904537638,12.8 to 29.4,1.29 to 2.81,347 to 597,30,13.9 to 26.7,1.26 to 2.08,321 to 465,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-09-02,Medium Cu,Normal,13097.914999999999,1597.2116523269738,1760.4375,298.625,5.8378125,5.5391875,2.6863054157856423,35.185,81.57029526996521,12.8 to 29.4,1.29 to 2.81,347 to 597,30,13.9 to 25.3,1.28 to 2.08,313 to 407,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-09-03,Medium Cu,Normal,14829.6174,1172.7434530669643,1840.8125,270.03125,6.0121875,5.74215625,2.4910285278162334,36.941,82.99812482930074,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.0 to 27.8,1.36 to 2.31,313 to 401,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-09-04,Medium Cu,Normal,13083.548,969.3506263182193,1890.5625,386.03125,6.42,6.03396875,3.745161480662585,49.0,81.3316621626559,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.4 to 27.8,1.37 to 2.27,317 to 426,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-09-05,Medium Cu,Normal,11109.5222,336.98510229985027,1864.875,592.90625,6.760000000000001,6.167093750000001,4.950707961139859,55.0,78.78559023359331,12.8 to 29.4,1.29 to 2.81,347 to 597,30,10.7 to 24.4,0.85 to 2.25,387 to 642,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-09-06,Medium Cu,Normal,7274.491,3665.413542785185,1786.9375,756.71875,6.70875,5.95203125,2.3369332644717,17.0,78.36558680482285,12.8 to 29.4,1.29 to 2.81,347 to 597,30,10.8 to 24.0,1.18 to 2.59,458 to 655,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-09-07,Medium Cu,Normal,11532.8698,3914.0137252503814,2043.71875,422.125,7.032500000000001,6.610375,3.5550561751767975,41.0,82.68658691679175,12.8 to 29.4,1.29 to 2.81,347 to 597,30,14.8 to 27.8,1.36 to 2.44,325 to 423,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-09-08,Medium Cu,Watch,14688.8208,2129.5133499534672,2283.6875,367.5,7.5159375,7.1484375,4.183453582604806,61.45,68.00015579263196,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.2 to 30.0,1.31 to 2.49,325 to 455,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2025-09-09,Medium Cu,Normal,11641.1012,1517.618265458918,2439.892857142857,367.17857142857144,7.885357142857143,7.518178571428572,4.29469679380504,49.995,71.32659631850005,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.4 to 33.4,1.39 to 2.7,354 to 474,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-09-10,Medium Cu,Normal,13084.505799999999,660.8782595136548,2246.78125,323.65625,7.270357142857144,6.946700892857144,4.605065022784429,60.254999999999995,73.56712442555407,12.8 to 29.4,1.29 to 2.81,347 to 597,30,20.0 to 35.2,1.37 to 2.7,325 to 401,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-09-11,Medium Cu,Normal,12708.0904,3148.5401557337154,2520.4375,370.96875,8.0609375,7.689968749999999,3.036648212700785,38.59,69.60581530972641,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.5 to 36.5,1.37 to 3.0,323 to 430,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-12,High Cu,Watch,13371.8458,2534.897125543748,2751.03125,273.6875,8.413124999999999,8.1394375,4.328871336521097,57.885000000000005,76.30383242320647,22.7 to 53.4,2.87 to 4.9,186 to 422,30,16.2 to 38.2,1.23 to 3.08,323 to 382,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2025-09-13,High Cu,Critical,10892.1016,1490.02129912963,2865.15625,270.375,8.70875,8.438375,4.480769808463777,48.805,63.47583939851778,22.7 to 53.4,2.87 to 4.9,186 to 422,30,20.0 to 40.3,1.68 to 3.26,304 to 378,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2025-09-14,High Cu,Watch,8660.427599999999,1983.139415007969,3010.28125,354.9375,9.2425,8.8875625,7.077017767575358,61.290000000000006,68.13894795634108,22.7 to 53.4,2.87 to 4.9,186 to 422,30,16.1 to 41.0,1.77 to 3.7,321 to 402,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2025-09-15,High Cu,Watch,6300.4084,1629.0930029374194,3068.65,728.9000000000001,10.206,9.4771,9.727940810948066,61.290000000000006,72.72206773112228,22.7 to 53.4,2.87 to 4.9,186 to 422,30,12.6 to 37.8,1.38 to 3.29,375 to 623,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range.
