particle_id,column_id,layer,pre_x,pre_y,pre_z,pre_volume_m3,pre_cell_area_m2,z_fraction_from_floor,depth_fraction_from_top,pre_floor_z_m,pre_top_z_m,nearest_hole_id,nearest_hole_distance_m,lithology,mineral_domain,structure_domain,digability,coarse_risk,dx_m,dy_m,horizontal_displacement_m,throw_model_m,direction_x,direction_y,nearest_hole_index,nearest_hole_id_model,model_burden_m,model_spacing_m,model_energy_density_mj_m3,model_firing_time_ms,model_front_relief_norm,model_depth_fraction_from_top,model_back_relief_norm,model_row_throw_factor,model_face_factor,model_toe_factor,model_face_row_throw_multiplier,model_face_row_vertical_damping,model_lateral_spread_multiplier,model_depth_factor,model_vertical_heave_m,post_x,post_y,post_volume_m3,topo_i,topo_j,post_z,post_floor_z_m,post_surface_z_m,post_muckpile_height_m
2837,355,5,363468.942738142,6591714.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-004,1.7640184788502529,propylitic_volcanics,waste,background,medium,bad,8.702578443168594,3.317629295502591,9.313513606683555,9.001175888343484,0.9671652160098347,0.25414847027013515,3,5-H-004,7.000000000000001,8.0,1.7900000000000003,505.5093124238448,0.3658695408797935,0.4375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.29687615478759505,1.3655604445604268,0.9296902684406411,1.072112545189086,1.027537023013904,1.5707409752949482,363477.64531658514,6591717.876600448,9.15,13,7,190.7673064114721,185.0,195.58378887454242,10.583788874542412
2838,355,6,363468.942738142,6591714.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-004,1.7640184788502529,propylitic_volcanics,waste,background,medium,bad,7.3866174111935194,2.263754545646926,7.7257168872722985,8.255977452674548,0.9656968984239508,0.2596719090975413,3,5-H-004,7.000000000000001,8.0,1.7900000000000003,505.5093124238448,0.3658695408797935,0.3125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.13907239614434003,1.2842235701131133,0.9670632259191672,1.033781306749572,1.0021598990788487,1.6541804561740274,363476.3293555532,6591716.822725698,9.15,13,7,192.1470101526341,185.0,195.58378887454242,10.583788874542412
2839,355,7,363468.942738142,6591714.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-004,1.7640184788502529,propylitic_volcanics,waste,background,medium,bad,7.178384665283026,2.9346203576583383,7.755075953616009,7.83653772823824,0.9647608289511006,0.2631283772639987,3,5-H-004,7.000000000000001,8.0,1.7900000000000003,505.5093124238448,0.3658695408797935,0.1875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.0400800265017407,1.2331998808798,0.9905077728245114,1.0097356176158858,0.9906036267830111,1.7150715557547689,363476.12112280726,6591717.493591511,9.15,13,7,193.3559085861503,185.0,195.58378887454242,10.583788874542412
2840,355,8,363468.942738142,6591714.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-004,1.7640184788502529,propylitic_volcanics,waste,background,medium,bad,7.107044218868441,2.009349895983788,7.385632304240537,7.74001493043532,0.9644008779062394,0.26444460042450213,3,5-H-004,7.000000000000001,8.0,1.7900000000000003,505.5093124238448,0.3658695408797935,0.0625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.002333657639698224,1.2137442500927373,0.9994473155234848,1.000566855873349,0.9940855750478504,1.751526809219953,363476.04978236085,6591716.568321048,9.15,13,7,195.1897982881289,185.0,195.58378887454242,10.583788874542412
2841,356,1,363468.942738142,6591716.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,11.498733404309537,2.806560464545441,11.836285377792034,12.024326884965271,0.9664969239957286,0.25667819523051577,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.9375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.9848687366886018,1.7201728234789255,0.7667517064571129,1.2392290190183457,1.1316576477291784,1.231080902243175,363480.4414715463,6591719.365531617,9.15,15,8,186.35849738269417,185.0,195.74679568623003,10.746795686230032
2842,356,2,363468.942738142,6591716.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,11.047211499888135,3.156905444210071,11.489427048680184,11.544457415257629,0.9653652631605965,0.2609021055546932,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.8125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.8774689157719662,1.6648156772064548,0.7921874056751068,1.2131411223845059,1.1226224937611846,1.2885463466276301,363479.98994964187,6591719.715876597,9.15,14,8,187.25346447428788,185.0,196.4427503510607,11.442750351060697
2843,356,3,363468.942738142,6591716.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,9.342655770865449,2.888104518574735,9.778873379029777,10.653953323184478,0.9634607798444116,0.26784944596096943,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.6875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.700306794437507,1.5735009116793754,0.8341450401723078,1.1701076511053252,1.096150437434692,1.374300284375912,363478.28539391287,6591719.4470756715,9.15,14,8,188.83481180566832,185.0,196.4427503510607,11.442750351060697
2844,356,4,363468.942738142,6591716.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,8.82730774632903,3.231819340643712,9.40032011683428,9.620077797904067,0.9611863784504014,0.2758998838009932,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.5625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.4941770125291821,1.4672553296027653,0.8829631395670967,1.1200378055722084,1.0614493102176152,1.4732624173533027,363477.7700458883,6591719.790790494,9.15,13,8,189.63539994521236,185.0,197.29553806197282,12.29553806197281
2845,356,5,363468.942738142,6591716.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,8.299069587724617,1.7264715395078125,8.47674819719367,8.667264226687703,0.9589512226383781,0.2835710715153431,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.4375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.29687615478759505,1.3655604445604268,0.9296902684406411,1.072112545189086,1.027537023013904,1.5707409752949482,363477.2418077297,6591718.285442692,9.15,13,8,192.54826539225107,185.0,197.29553806197282,12.29553806197281
2846,356,6,363468.942738142,6591716.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,8.256251683052918,1.5836768469019002,8.406766572786905,7.949710006730595,0.9571231136965871,0.28968145475288903,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.3125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.13907239614434003,1.2842235701131133,0.9670632259191672,1.033781306749572,1.0021598990788487,1.6541804561740274,363477.19898982503,6591718.142647999,9.15,13,8,192.91935403354952,185.0,197.29553806197282,12.29553806197281
2847,356,7,363468.942738142,6591716.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,7.431779186829116,1.8914972778711245,7.668709398196043,7.5458300066112365,0.9559581960837372,0.2935028574653523,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.1875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.0400800265017407,1.2331998808798,0.9905077728245114,1.0097356176158858,0.9906036267830111,1.7150715557547689,363476.3745173288,6591718.45046843,9.15,13,8,194.46673807874734,185.0,197.29553806197282,12.29553806197281
2848,356,8,363468.942738142,6591716.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-004,3.426900320386953,propylitic_volcanics,waste,background,medium,bad,6.964595884971948,1.665345611833623,7.160933727372549,7.452887861847632,0.9555103548495479,0.2949575592780951,3,5-H-004,7.0,8.0,1.7899999999999998,528.6129902076863,0.3658695408797935,0.0625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.002333657639698224,1.2137442500927373,0.9994473155234848,1.000566855873349,0.9940855750478504,1.751526809219953,363475.90733402694,6591718.224316765,9.15,12,8,195.81367110741493,185.0,197.73824823342068,12.738248233420673
2849,357,1,363468.942738142,6591718.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,11.42951991425253,2.8030593799988655,11.768222778231843,11.854358830582653,0.9893972992528048,0.145234239183657,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.9375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.9848687366886018,1.7201728234789255,0.7667517064571129,1.2392290190183457,1.1316576477291784,1.2310809022431748,363480.37225805625,6591721.362030532,9.15,15,9,186.0769641233266,185.0,195.48601834939737,10.48601834939738
2850,357,2,363468.942738142,6591718.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,11.53120352092714,2.984340251340896,11.911126788713817,11.381272483198956,0.9890360992938328,0.14767394588633304,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.8125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.8774689157719662,1.6648156772064548,0.7921874056751068,1.2131411223845059,1.1226224937611846,1.28854634662763,363480.47394166293,6591721.543311404,9.15,15,9,187.18015262976752,185.0,195.48601834939737,10.48601834939738
2851,357,3,363468.942738142,6591718.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,10.794053356501381,1.7528699983606428,10.935453401398206,10.503355977058678,0.9884273945075905,0.15169471245543142,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.6875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.700306794437507,1.5735009116793754,0.8341450401723078,1.1701076511053252,1.096150437434692,1.3743002843759118,363479.7367914985,6591720.311841151,9.15,14,9,189.67997324803878,185.0,196.5333705717186,11.533370571718592
2852,357,4,363468.942738142,6591718.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,8.939614284606021,2.646337564730679,9.323079215797575,9.484094642924834,0.9876990335319608,0.15636693755404557,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.5625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.4941770125291821,1.4672553296027653,0.8829631395670967,1.1200378055722084,1.0614493102176152,1.4732624173533024,363477.8823524266,6591721.205308718,9.15,13,9,190.58971209476337,185.0,197.02527312373394,12.02527312373394
2853,357,5,363468.942738142,6591718.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,8.245049289081724,2.7432054051167665,8.689419639656546,8.54474942386143,0.9869816737528633,0.1608327568500781,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.4375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.29687615478759505,1.3655604445604268,0.9296902684406411,1.072112545189086,1.027537023013904,1.5707409752949482,363477.18778743106,6591721.3021765575,9.15,13,9,192.26964919289884,185.0,197.02527312373394,12.02527312373394
2854,357,6,363468.942738142,6591718.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,7.6583388598229,1.504337669744696,7.804689994899632,7.8373380830731065,0.9863937599109468,0.16439997082951552,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.3125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.13907239614434003,1.2842235701131133,0.9670632259191672,1.033781306749572,1.0021598990788487,1.6541804561740274,363476.60107700183,6591720.063308822,9.15,13,9,193.39245151687066,185.0,197.02527312373394,12.02527312373394
2855,357,7,363468.942738142,6591718.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,7.300207901675266,0.5854027562229901,7.3236419761397045,7.4391670676213355,0.98601855199605,0.1666355757922443,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.1875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.0400800265017407,1.2331998808798,0.9905077728245114,1.0097356176158858,0.9906036267830111,1.7150715557547687,363476.24294604367,6591719.144373909,9.15,13,8,194.80486903466905,185.0,197.29553806197282,12.29553806197281
2856,357,8,363468.942738142,6591718.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,4.017075456147171,propylitic_volcanics,waste,background,hard,bad,6.6170393844369295,2.2981145904832694,7.004751307946738,7.347538692490472,0.9858741861659831,0.1674875787978334,9,5-H-010,6.999999999999999,7.999999999999999,1.79,562.8072715259433,0.3658695408797935,0.0625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.002333657639698224,1.2137442500927373,0.9994473155234848,1.000566855873349,0.9940855750478504,1.7515268092199527,363475.5597775264,6591720.857085743,9.15,12,9,194.9003735870713,185.0,196.50119601145715,11.501196011457141
2857,358,1,363468.942738142,6591720.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,11.627497279824405,1.8650300314186095,11.776121178487305,11.993661780331864,0.9847625700564759,0.17390422828604366,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.9375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.9848687366886018,1.7201728234789255,0.7667517064571129,1.2392290190183457,1.1316576477291784,1.231080902243175,363480.5702354218,6591722.424001184,9.15,15,10,186.1064248529109,185.0,195.50333157898805,10.503331578988064
2858,358,2,363468.942738142,6591720.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,12.048309552595386,2.1859196685382756,12.24499930063141,11.51501610033318,0.9842443682670177,0.1768135275782351,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.8125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.8774689157719662,1.6648156772064548,0.7921874056751068,1.2131411223845059,1.1226224937611846,1.2885463466276301,363480.9910476946,6591722.744890821,9.15,15,10,186.8630609909137,185.0,195.50333157898805,10.503331578988064
2859,358,3,363468.942738142,6591720.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,10.456220115104022,1.7908231531563439,10.608467686776766,10.626783021134276,0.9833713221984296,0.18160628479684404,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.6875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.700306794437507,1.5735009116793754,0.8341450401723078,1.1701076511053252,1.096150437434692,1.374300284375912,363479.3989582571,6591722.349794306,9.15,14,10,188.01653398634738,185.0,196.44487829316648,11.444878293166468
2860,358,4,363468.942738142,6591720.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,9.501907461900155,1.132447772562966,9.569152698755344,9.59554414250061,0.9823270701425548,0.18717245327543328,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.5625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.4941770125291821,1.4672553296027653,0.8829631395670967,1.1200378055722084,1.0614493102176152,1.4732624173533027,363478.4446456039,6591721.691418925,9.15,14,9,190.84458169574847,185.0,196.5333705717186,11.533370571718592
2861,358,5,363468.942738142,6591720.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,8.760002012414976,0.5140349786194189,8.775070781296222,8.645160489244482,0.9812990453774251,0.19248943747996702,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.4375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.29687615478759505,1.3655604445604268,0.9296902684406411,1.072112545189086,1.027537023013904,1.5707409752949482,363477.7027401544,6591721.073006132,9.15,13,9,191.58150089334404,185.0,197.02527312373394,12.02527312373394
2862,358,6,363468.942738142,6591720.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,8.269839976379219,2.1977789252152573,8.556896951526305,7.929436215815413,0.9804568719397727,0.1967341410789603,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.3125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.13907239614434003,1.2842235701131133,0.9670632259191672,1.033781306749572,1.0021598990788487,1.6541804561740274,363477.2125781184,6591722.756750078,9.15,13,10,192.34315849001848,185.0,196.50966218920524,11.509662189205248
2863,358,7,363468.942738142,6591720.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,7.48680242828412,0.9235820226678833,7.543554490606951,7.526586212849447,0.9799195618273712,0.19939321038604343,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.1875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.0400800265017407,1.2331998808798,0.9905077728245114,1.0097356176158858,0.9906036267830111,1.7150715557547689,363476.42954057024,6591721.482553176,9.15,13,9,193.91635865855324,185.0,197.02527312373394,12.02527312373394
2864,358,8,363468.942738142,6591720.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,3.0273387373033214,propylitic_volcanics,waste,background,hard,bad,7.1054624884085325,3.772242811954644,8.044713357635825,7.433881094292906,0.9797128602949968,0.2004063655989898,9,5-H-010,7.000000000000001,8.000000000000002,1.79,588.0864638280934,0.3658695408797935,0.0625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.002333657639698224,1.2137442500927373,0.9994473155234848,1.000566855873349,0.9940855750478504,1.751526809219953,363476.0482006304,6591724.331213964,9.15,13,11,195.03158269749076,185.0,196.83919725920856,11.839197259208555
2865,359,1,363468.942738142,6591722.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,11.364601057177387,1.7380451429318338,11.4967368460649,11.884815556923156,0.9759071609513842,0.21818618930585185,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.9375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.9848687366886018,1.7201728234789255,0.7667517064571129,1.2392290190183457,1.1316576477291784,1.2310809022431746,363480.3073391992,6591724.297016296,9.15,15,11,186.4130293857876,185.0,195.4141761994183,10.414176199418314
2866,359,2,363468.942738142,6591722.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,11.323278065061533,1.389257380519226,11.408184001322507,11.410513735837034,0.9750904902888105,0.2218074294254532,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.8125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.8774689157719662,1.6648156772064548,0.7921874056751068,1.2131411223845059,1.1226224937611846,1.2885463466276297,363480.26601620705,6591723.948228533,9.15,15,10,188.12849609512386,185.0,195.50333157898805,10.503331578988064
2867,359,3,363468.942738142,6591722.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,10.413735902534258,2.5447781151628277,10.720158165957379,10.530341649014623,0.9737153276855974,0.2277684364220155,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.6875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.700306794437507,1.5735009116793754,0.8341450401723078,1.1701076511053252,1.096150437434692,1.3743002843759116,363479.3564740445,6591725.103749268,9.15,14,11,188.7538316551303,185.0,196.45409064258953,11.454090642589524
2868,359,4,363468.942738142,6591722.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,8.724613327909399,3.68764937230458,9.471939379799297,9.508461585013832,0.9720717370206562,0.23468391100721928,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.5625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.4941770125291821,1.4672553296027653,0.8829631395670967,1.1200378055722084,1.0614493102176152,1.473262417353302,363477.66735146986,6591726.246620525,9.15,13,12,190.14399774089955,185.0,196.63365464001382,11.633654640013809
2869,359,5,363468.942738142,6591722.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,8.19481383154566,2.208035739579994,8.487072260853836,8.566702959988524,0.9704550545965116,0.2412819657746552,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.4375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.29687615478759505,1.3655604445604268,0.9296902684406411,1.072112545189086,1.027537023013904,1.5707409752949477,363477.1375519735,6591724.767006892,9.15,13,11,191.82290263544203,185.0,196.83919725920856,11.839197259208555
2870,359,6,363468.942738142,6591722.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,7.696303691221241,2.5147245110622265,8.0967234035777,7.857474107690343,0.9691316842264831,0.24654366474995915,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.3125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.13907239614434003,1.2842235701131133,0.9670632259191672,1.033781306749572,1.0021598990788487,1.654180456174027,363476.63904183323,6591725.073695663,9.15,13,11,192.82759019625695,185.0,196.83919725920856,11.839197259208555
2871,359,7,363468.942738142,6591722.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,7.358526153631725,0.49004038408939016,7.374825200079022,7.458280094215005,0.9682878686053686,0.24983715398569575,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.1875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.0400800265017407,1.2331998808798,0.9905077728245114,1.0097356176158858,0.9906036267830111,1.7150715557547682,363476.3012642956,6591723.049011537,9.15,13,10,193.93469173691605,185.0,196.50966218920524,11.509662189205248
2872,359,8,363468.942738142,6591722.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,3.1925952515742644,propylitic_volcanics,waste,background,hard,bad,7.255123099277913,1.366805556213493,7.38274803946146,7.366416303539002,0.9679633604775559,0.2510914828762557,9,5-H-010,6.999999999999998,8.0,1.7899999999999998,625.8029523662971,0.3658695408797935,0.0625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.002333657639698224,1.2137442500927373,0.9994473155234848,1.000566855873349,0.9940855750478504,1.7515268092199523,363476.19786124123,6591723.925776709,9.15,13,10,195.2552267031753,185.0,196.50966218920524,11.509662189205248
2873,360,1,363468.942738142,6591724.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-016,3.730359879444892,propylitic_volcanics,waste,background,hard,bad,11.444408831532161,1.449046564390609,11.535780400520094,11.73288448903808,0.9835483988939446,0.18064480904016597,15,5-H-016,7.000000000000002,8.000000000000002,1.7900000000000003,650.3367648770951,0.3658695408797935,0.9375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.9848687366886018,1.7201728234789255,0.7667517064571129,1.2392290190183457,1.1316576477291784,1.231080902243175,363480.3871469735,6591726.008017717,9.15,15,12,185.94273870014212,185.0,194.65087857568014,9.650878575680148
2874,360,2,363468.942738142,6591724.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-016,3.730359879444892,propylitic_volcanics,waste,background,hard,bad,10.853860285105604,-0.3210815609286874,10.858608403352665,11.264645966270075,0.9829891565418383,0.18366360042524876,15,5-H-016,7.000000000000002,8.000000000000002,1.7900000000000003,650.3367648770951,0.3658695408797935,0.8125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.8774689157719662,1.6648156772064548,0.7921874056751068,1.2131411223845059,1.1226224937611846,1.2885463466276303,363479.7965984271,6591724.237889592,9.15,14,11,187.74598511201486,185.0,196.45409064258953,11.454090642589524
2875,360,3,363468.942738142,6591724.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-016,3.730359879444892,propylitic_volcanics,waste,background,hard,bad,10.773185749851196,2.376910087069801,11.032281394290623,10.395725672496793,0.9820470356301355,0.1886362102303359,15,5-H-016,7.000000000000002,8.000000000000002,1.7900000000000003,650.3367648770951,0.3658695408797935,0.6875,0.6341304591202065,0.84449710111382,0.3036305881516495,0.700306794437507,1.5735009116793754,0.8341450401723078,1.1701076511053252,1.096150437434692,1.3743002843759122,363479.7159238918,6591726.935881239,9.15,14,12,189.1394914706316,185.0,195.76506990477807,10.76506990477807
2876,360,4,363468.942738142,6591724.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-016,3.730359879444892,propylitic_volcanics,waste,background,hard,bad,9.895000978209763,-0.37245182850597197,9.902008115697019,9.386908943692962,0.9809202798362635,0.19441040251474845,15,5-H-016,7.000000000000002,8.000000000000002,1.7900000000000003,650.3367648770951,0.3658695408797935,0.5625,0.6341304591202065,0.84449710111382,0.3036305881516495,0.4941770125291821,1.4672553296027653,0.8829631395670967,1.1200378055722084,1.0614493102176152,1.4732624173533029,363478.8377391202,6591724.186519324,9.15,14,11,189.47990957884173,185.0,196.45409064258953,11.454090642589524
2877,360,5,363468.942738142,6591724.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-016,3.730359879444892,propylitic_volcanics,waste,background,hard,bad,8.477631834568685,0.7813080332920013,8.513558819047358,8.457189411147025,0.979811161968511,0.1999252032183947,15,5-H-016,7.000000000000002,8.000000000000002,1.7900000000000003,650.3367648770951,0.3658695408797935,0.4375,0.6341304591202065,0.84449710111382,0.3036305881516495,0.29687615478759505,1.3655604445604268,0.9296902684406411,1.072112545189086,1.027537023013904,1.5707409752949484,363477.42036997655,6591725.340279186,9.15,13,11,191.30165716340022,185.0,196.83919725920856,11.839197259208555
2878,360,6,363468.942738142,6591724.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-016,3.730359879444892,propylitic_volcanics,waste,background,hard,bad,7.168163215797515,0.9441946192679855,7.230080730349225,7.757027077078638,0.978902653751574,0.20432717508477916,15,5-H-016,7.000000000000002,8.000000000000002,1.7900000000000003,650.3367648770951,0.3658695408797935,0.3125,0.6341304591202065,0.84449710111382,0.3036305881516495,0.13907239614434003,1.2842235701131133,0.9670632259191672,1.033781306749572,1.0021598990788487,1.6541804561740276,363476.1109013578,6591725.503165772,9.15,13,11,192.5103707601754,185.0,196.83919725920856,11.839197259208555
